Data,Label
শেখার কোন বয়স নেই,Metaphor
শেয়ানা ঘুঘুর ছা ফাঁদে দেয় না পা,Metaphor
শেয়ানে ঠকলে বাপকেও বলে না,Metaphor
শেয়ানে শেয়ানে কোলাকুলি১,Metaphor
শেয়ানে শেয়ানে কোলাকুলি২,Metaphor
শেষ খড়কাঠি উটের পিঠ ভাঙে,Metaphor
শেষ রক্ষাই আসল রক্ষা১,Metaphor
শেষ রক্ষাই আসল রক্ষা২,Metaphor
শেষ সুখই সুখ,Metaphor
"শৈলে শৈলে ন মাণিক্যং মৌক্তিকং ন গজে গজে, সাধবো ন হি সর্বত্র চন্দনো ন বনে বনে",Metaphor
"শোকো নাশয়তে ধৈর্য্যং, শোকো নাশয়তে শ্রুতম্‌ শোকো নাশয়তে সর্বং নাস্তি শোকসম রিপুঃ",Metaphor
"শোল বোয়ালের পোনা, যার যারটা তার কাছে সোনা",Metaphor
শ্যাম রাখি না কুল রাখি,Metaphor
শ্বশুরবাড়ী মথুরাপুরী তিনদিন পর ঝাঁটার বাড়ি,Metaphor
শ্বেতচামর আর কোষ্টাপাট,Metaphor
শ্বেতহস্তী পোষা,Metaphor
শ্রদ্ধাবান লভতে জ্ঞানম,Metaphor
শ্রদ্ধার ছাই হাত পেতে খাই,Metaphor
শ্রাদ্ধ গড়ায়,Metaphor
"শ্রেয়মানুষ নিজের মধ্যে যা খোঁজে, হীনমানুষ অন্যদের মধ্যে তা চায়",Metaphor
শ্রেয়সি কেন তৃপ্যতে,Metaphor
শ্রেয়াংসি বহুবিঘ্নানি,Metaphor
শ্রোতব্যঃ শ্রুতিবাক্যেভ্যো মন্তব্যশ্চোপপত্তিভিঃ,Metaphor
ষটকর্ণে মন্ত্রভেদ,Metaphor
ষড়রিপু জয়ী বিশ্বজয়ী,Metaphor
ষণ্ডামার্কা গুরু,Metaphor
ষন্ডা সবসময় কাপুরুষ,Metaphor
ষত্ব-ণত্ব জ্ঞান নেই,Metaphor
ষাঁড়ের গোবর,Metaphor
ষাঁড়ের শত্রু বাঘে খায়,Metaphor
ষাঁড়ে ষাঁড়ে যুদ্ধ,Metaphor
ষাটের/ষেটের বাছা ষষ্টীদাস১,Metaphor
ষাটের/ষেটের বাছা ষষ্টীদাস২,Metaphor
ষোলআনা বাজিয়ে নেওয়া,Metaphor
ষোলআনাই উসুল/লাভ,Metaphor
ষোলআনা ভূয়া,Metaphor
ষোলআনা মালিক,Metaphor
ষোলকড়া কানা,Metaphor
ষোলকলা পূর্ণ,Metaphor
সংকল্পের কথা প্রকাশ করা উচিৎ নয়,Metaphor
সংসর্গজা দোষগুণা ভবন্তি,Metaphor
"সংসার অনিত্য, তুমি কার, কে তোমার?",Metaphor
সংসার/জগৎ আনন্দময়; যার মনে যা লয়,Metaphor
সংসার উদ্যানে পুষ্প অপেক্ষা কীট বেশি,Metaphor
সংসার সুখের হয় রমণীর গুণে,Metaphor
সকলকে খুশি করতে চাইলে কাউকেই খুশি করা যায় না,Metaphor
"সকলকে পারা যায়, পায়ে-পড়াকে পারা যায় না",Metaphor
সকলগুণভূষা চ বিনয়ঃ,Metaphor
সকাল দিনের আভাস দেয়,Metaphor
সকালবেলার আমির রে ভাই ফকীর সন্ধ্যাবেলা,Metaphor
"সকালে ক্ষিরা ক্ষিরা, দিনে ক্ষিরা হীরা রাতে ক্ষিরা জিরা/পীড়া",Metaphor
সকালে পিঁয়াজ খেলে বিকেলে ঢেঁকুর ওঠে,Metaphor
"সকালে শোয়, সকালে ওঠে তার কড়ি বৈদ্য না লোটে",Metaphor
সকালের পাখি পোকা ধরে,Metaphor
সক্ষমব্যক্তির কাছে কোন কাজই কঠিন নয়,Metaphor
সখের প্রাণ গড়ের মাঠ,Metaphor
সঙ্কীর্ণমনা আত্মকেন্দ্রিক হয়,Metaphor
সঙ্গ মানুষ চেনায়,Metaphor
"সঙ্গদোষে কিনা হয়, ছুঁচো ছুলে ছুঁচো হয়",Metaphor
সঙ্গদোষে লোহা ভাসে,Metaphor
"সজনে শাক সকল শাকের হেলা, খোঁজ তার কেবল টানাটানির বেলা",Metaphor
"সজনে শাকে নুন জোটে না, মটরডালে ঘি",Metaphor
সঞ্চয়ী নাবসীদতি,Metaphor
সততাই সর্বোৎকৃষ্ট পন্থা,Metaphor
সততা বেশি থাকলে সিদ্ধান্ত নেওয়া কঠিন হয়,Metaphor
সতর্ক কুকুর অকারণ চিল্লায় না,Metaphor
সতীসাবিত্রী১,Metaphor
সতীসাবিত্রী২,Metaphor
সৎকর্ম বৃথা যায় না,Metaphor
সৎকল্যাণপরম্পরা,Metaphor
সৎকাজে বহু বাধাবিঘ্ন আছে,Metaphor
সৎপুত্র কুলদীপকঃ,Metaphor
সৎলোককে অবিশ্বাস করে ঠকার চেয়ে অসৎলোককে বিশ্বাস করে ঠকা শ্রেয়,Metaphor
সৎলোকের শত শত্রু থাকে,Metaphor
সৎসঙ্গে স্বর্গবাস অসৎসঙ্গে সর্বনাশ,Metaphor
সত্য কখনো গোপন/চাপা থাকে না,Metaphor
সত্যং কণ্ঠস্য ভূষণম,Metaphor
"সত্যং ব্রুয়াৎ প্রিয়ং ব্রুয়াৎ, ন ব্রুয়াৎ সত্যমপ্রিয়ম",Metaphor
সত্যকথার ডালপালা নেই,Metaphor
সত্যের কাটাছেঁড়া হলে সত্য স্পষ্টতর হয়,Metaphor
সত্যবাদী দুইজন অজ্ঞ ও বালকগণ,Metaphor
সত্যবাদী যুধিষ্ঠির১,Metaphor
সত্যবাদী যুধিষ্ঠির২,Metaphor
সত্যম্‌ পরম্‌ ধীমহি,Metaphor
সত্যম্‌ শিবম্‌ সুন্দরম্‌,Metaphor
সত্যমেব জয়তে,Metaphor
সত্যের দ্বারে আগড় নাই,Metaphor
সত্যের নাই ধানাইপানাই,Metaphor
সত্যের বাড়া ধর্ম নাই মিথ্যার বাড়া পাপ নাই,Metaphor
সদর বন্ধ খিড়কি ফাঁক,Metaphor
সন্তানমাত্রই পুরুষের পিতা,Metaphor
সন্তোষো নন্দনং বনম,Metaphor
সন্দেশওয়ালা মুড়ি খায়,Metaphor
সন্দেশের খোসা ফেলে খাওয়া,Metaphor
সন্ধ্যা হলে সকলে দিনের গান গায়,Metaphor
সন্তোষের মত পরম সুখ নেই,Metaphor
সন্নিপাতের তৃষ্ণা,Metaphor
সন্ন্যাসী চোর নয় বোঁচকায় ঘটায়,Metaphor
"সন্ন্যাসীর অল্পছিদ্র গায় সর্বজন, শুভ্রবস্ত্রে মসীবিন্দু দেখায় যেমন",Metaphor
সন্ন্যাসীর তুম্ব নাড়া,Metaphor
স পাপিষ্ঠস্ততোধিক্য,Metaphor
সফরী ফরফরায়তে,Metaphor
"সবকাজ ছোট আকারে শুরু হয়, শুধু পাপ ছাড়া",Metaphor
সবকাজের কেষ্টা কোন কাজের নয়,Metaphor
সবকায়দায় ফয়দা নাই,Metaphor
সবকিছু সবসময় হিসাবমত হয় না,Metaphor
"সবকিছুরই সৌন্দর্য আছে, কিন্তু সবাই সেটা দেখতে পায় না",Metaphor
সব গজের/হাতীর মোতি নেই,Metaphor
সব গাধা কান নাড়ে,Metaphor
সব চুলে চামর হয় না,Metaphor
সব চেয়ে চুপ ভাল,Metaphor
"সব জন্তু মোট বয়, ধরা পড়ে গাধা",Metaphor
"সব জানা আবশ্যক নয়, কিন্তু যা জানছো তার সব জানা আবশ্যক",Metaphor
"সব জানা আবশ্যক নয়, শুধু জানো জানার বিষয় কোথায় জানা যাবে-",Metaphor
সব জানার চেষ্টা করলে কিছুই জানা যায় না,Metaphor
সব ঝিনুকে/শুক্তিতে মুক্তা মিলে না,Metaphor
সব থেকে কঠিন কাজ হলো অন্ধকার ঘরে অনুপস্থিত কালোবিড়াল খোঁজা,Metaphor
সবনুড়ি শালগ্রাম নয়১,Metaphor
সবনুড়ি শালগ্রাম নয়২,Metaphor
সব নৈবেদ্যে ঠোকর মারে,Metaphor
সব নোড়াই যদি শাল্গ্রাম হয় তবে হলুদ বাটি কিসে?,Metaphor
সব পথ মাড়িয়ে চলা১,Metaphor
সব পথ মাড়িয়ে চলা২,Metaphor
সব পাখিতে মাছ খায় মাছরাঙার কলঙ্ক,Metaphor
সব বাঁশেতে বাঁশি হয় না,Metaphor
সব বাঁশে বংশলোচন (শর্করাজাতীয় বস্তু) হয় না,Metaphor
সব বিড়ালকে অন্ধকারে ধূসর দেখায়,Metaphor
সব বিড়াল মাছ পছন্দ করে কিন্তু পা ভিজাতে পছন্দ করে না,Metaphor
সব বিষয়ই সহজ হওয়ার আগে কঠিন থাকে,Metaphor
সব ব্যাটাকে ছেড়ে দিয়ে বেড়ে ব্যাটাকে ধর,Metaphor
সব ভাল ওষুধ তেতো হয়,Metaphor
সব ভাল যার শেষ ভাল,Metaphor
"সব মাছ গু খায়, দোষের ভাগী শোল",Metaphor
সব রসুনের একই কোয়া,Metaphor
সব শিয়াল খেলো কাঁঠাল বকের ঠোঁটে আঠা,Metaphor
সব শিয়ালের এক রা১,Metaphor
সব শিয়ালের এক ডাক/ রা২,Metaphor
সবশিলা শালগ্রাম নয়১,Metaphor
সব শুক্তিতে মুক্তা হয় না,Metaphor
সব হাতীর মোতি হয় না,Metaphor
সবাই ইচ্ছুক ঘোড়ার উপর বোঝা চাপায়,Metaphor
সবাই পাহাড়ের চূড়ায় উঠে না,Metaphor
সবাইকে পারা যায় শুধু পায়ে-পড়াকে পারা যায় না,Metaphor
সবাই গেল আলায় আলায় বুড়ি মরে আপন জ্বালায়,Metaphor
সবাই নিজের কোলে ঝোল টানে,Metaphor
সবার জীবনেই সৌভাগ্য বা সাফল্যের একটা সময় থাকে।,Metaphor
সবার প্রতি এমন ব্যবহার করো যেন তুমি একজন অতিথি বরণ করছো,Metaphor
সবার বন্ধু কারো বন্ধু নয়,Metaphor
সবার ব্যবসা কারো ব্যবসা নয়,Metaphor
সবার সাথে মানিয়ে চলার যোগ্যতা হল সভ্যতা,Metaphor
সবারে বাসরে ভালো নইলে মনের কালি ঘুচবে না- অতুলপ্রসাদের গান,Metaphor
সবুরে মেওয়া ফলে,Metaphor
সবে তো কলির সন্ধ্যা১,Metaphor
সবে তো কলির সন্ধ্যা২,Metaphor
সবে ধন নীলমণি১,Metaphor
সবে ধন নীলমণি২,Metaphor
"সবৈ সহায়ক সবলকে কৌ ন নিবল্‌ সহায়, পবন জগাওতে আগকো দীপহিঁ দেত বুজায়",Metaphor
সময় ও স্রোত কারো জন্যে অপেক্ষা করে না,Metaphor
সময় কাহারো নয়,Metaphor
সময় ক্ষত শুকায়,Metaphor
"সময় গুণে আপন পর, খোঁড়া গাধার ঘোড়ার দর",Metaphor
"সময় স্বর্ণসমান, তবুও সোনা দিয়ে সময় কেনা যায় না",Metaphor
সময়ে না দেয় চাষ তার দুঃখ বারোমাস- খনা,Metaphor
সময়ে সব বন্ধু হয় অসময়ে কেউ নয়,Metaphor
সময়ের এক কথা অসময়ের দশ কথা,Metaphor
সময়ের একফোঁড় অসময়ের দশফোঁড়,Metaphor
সমস্যা ভাগাভাগি করলে সমস্যার অর্ধেক সমাধান হয়,Metaphor
"সমানে সমানে দোস্তি, সমানে সমানে কুস্তি",Metaphor
সমুদ্রে পাদ্য অর্ঘ্য১,Metaphor
সমুদ্রে পাদ্য অর্ঘ্য২,Metaphor
সমুদ্রে বাস করে শিশিরে ভয়,Metaphor
সমুদ্রের জল বাড়েও না কমেও না,Metaphor
সমৈশ্চ সমতামেতি বিশিষ্টৈচ বিশিষ্টাতাম,Metaphor
"সম্পদ অর্জন করা সহজ, রক্ষা করা কঠিন",Metaphor
সম্পদ আসে কচ্ছপের মত আর যায় হরিণের মত,Metaphor
সম্পদে বন্ধু লাভ বিপদে পরীক্ষা,Metaphor
সম্মান ও স্বার্থ এক থলিতে থাকে না,Metaphor
সম্পূর্ণকুম্ভো ন করোতি শব্দম্,Metaphor
স’য়ে থাকলে র’য়ে যায়১,Metaphor
সয়ে থাকলে রয়ে যায়২,Metaphor
সরফরাজি,Metaphor
সরসা বিরসায়তে,Metaphor
সর্পঃ ক্রূরঃ খলঃ ক্রূরঃ সর্পাৎ ক্রূরতরঃ খলঃ,Metaphor
সর্ব অঙ্গে ঘা/ব্যাথা ঔষধ দেবো কোথা,Metaphor
সর্ব্বং পরবশং দুঃখং সর্ব্বমাত্মবশং সুখং,Metaphor
সর্ব্বঃসহা ধরিত্রী,Metaphor
সর্ব্বঃ কান্তম আত্মীয়ং পশ্যতি,Metaphor
সর্ব্বঃ স্বার্থং সমীহতে,Metaphor
সর্বঘটের কাঁঠালী কলা,Metaphor
সর্বত্র নুতনং শস্তং সেবকায়ে পুরাতনে,Metaphor
সর্বদেবময়োহতিথি,Metaphor
সর্ব্বম অত্যন্তম গর্হিতম্,Metaphor
সর্ব্বস্যৌষধমস্তি খাস্ত্রবিহিতং মূর্খস্য নাস্ত্যৌষধম,Metaphor
সর্ব্বোনাশো সমুৎপন্নে অর্ধং ত্যজতি পণ্ডিতঃ,Metaphor
সর্ষের মধ্যে ভূত,Metaphor
সলতে কাটা হলোে লম্ফের আলো উজ্জ্বলতর হয়,Metaphor
সসর্পে চ গৃহবাসঃ মৃত্যুরেব না সংশয়ঃ,Metaphor
সসেমিরা হয়ে আছে,Metaphor
সস্তায় জিনিস কেনা ভাল,Metaphor
সস্তায় বস্তা ভরে,Metaphor
সস্তার তিন অবস্থা,Metaphor
সহজ হওয়ার আগে সব বিষয়ই কঠিন থাকে,Metaphor
সহনশীলতা সভ্যতার মাপকাটি,Metaphor
সহায়ঃ বলবত্তর,Metaphor
সহিলে সম্পত্তি না সহিলে বিপত্তি,Metaphor
সাঁচ কো আঁচ নহী,Metaphor
সাঁতার দিয়ে সাগর/সিন্ধুপার,Metaphor
সাঁতার না জানলে এঁদো পুকুরে/ডোবায় ডুবে মরে,Metaphor
সাক্ষীগোপাল,Metaphor
সাগরও শুকায় না পাপও লুকায় না,Metaphor
সাগর সেঁচা মাণিক,Metaphor
সাজতে গুজতে দোল ফুরালো,Metaphor
সাজতে গুজতে ফিঙে রাজা,Metaphor
সাজার মা গঙ্গা পায় না,Metaphor
সাতকাণ্ড রামায়ণ পড়ে সীতা কার নাম/বাপ/ভাই/ভার্যা/মাসী,Metaphor
"সাতকুঁড়ের ঘর, গোঁসাই রক্ষা কর",Metaphor
সাতখুন মাপ,Metaphor
সাতগেঁয়ের কাছে মামদাবাজী,Metaphor
সাতঘাটের কড়ি,Metaphor
সাতঘাটের জল একঘাটে করা১,Metaphor
সাতঘাটের জল একঘাটে করা২,Metaphor
সাতঘাটের জল খাওয়া১,Metaphor
সাতঘাটের জল খাওয়া২,Metaphor
সাতঘাটের জল খাওয়া৩,Metaphor
সাতঘাটের জল খাওয়ানো,Metaphor
সাতচড়ে মশা মারা১,Metaphor
সাতচড়ে মশা মারা২,Metaphor
সাতচড়ে রা কাড়ে/বেড়োয় না,Metaphor
সাতচোঙার বুদ্ধি একচোঙায় ঢোকাবে,Metaphor
সাতনকলে আসল খাস্তা/ভেস্তা,Metaphor
সাতপাঁচ খতিয়ে মনে চাষ করে না সোনার বেনে,Metaphor
সাতপাঁচ ভেবে কাজ করা,Metaphor
সাতপাগলের ঘর খোদা রক্ষা কর,Metaphor
সাতমণ তেলও পুড়বে না রাধাও নাঁচবে না,Metaphor
সাত রাজার ধন এক মাণিক,Metaphor
সাত সমুদ্র তেরো নদীর পার,Metaphor
সাত সতীনের ঘর খোদা রক্ষা কর,Metaphor
সাতেও না পাঁচেও না,Metaphor
সাতেও হুঁ পাঁচেও হুঁ১,Metaphor
সাতেও হুঁ পাঁচেও হুঁ২,Metaphor
সাতেও যার হয় না সাতাশীতেও তার হয় না,Metaphor
সাদা আঙুরের মত কালো আঙুরও সমান মিষ্টি,Metaphor
সাদাকে কালো এবং কালোকে সাদা করা,Metaphor
সাদাকে সাদা এবং কালোকে কালো বলা,Metaphor
সাদা মনে কাদা নেই,Metaphor
সাদা মনে কালি দেওয়া,Metaphor
সাদা মুল্লুক জাদা,Metaphor
সাদার উপর কালির দাগ,Metaphor
সাধ করে শাল নেওয়া,Metaphor
সাধ কত ছিল রে চিতে বেগুন গাছে আঁকশি দিতে,Metaphor
সাধ কত ছিল রে চিতে মলের উপর চুটকি দিতে,Metaphor
সাধ করে বাদশা/সেকেন্দার হতে খোদা দেয় না মেগে খেতে,Metaphor
সাধ করে বৈষ্ণব হতে প্রাণ যায় মোচ্ছব দিতে,Metaphor
সাধনা বিনা সিদ্ধি নাই,Metaphor
"সাধলে জামাই খান না, না-সাধলে পান না",Metaphor
সাধিলে রাধার মান বাড়ে,Metaphor
সাধিলেই সিদ্ধি অর্জিলেই নিধি,Metaphor
সাধু যার সঙ্কল্প ঈশ্বর তার সহায়,Metaphor
সাধুর পরিচয় লোটা কম্বলে,Metaphor
সাধে কি আর বাপ বলি; গুঁতোর চোটে বাপ বলায়,Metaphor
সাধে বিঁধলাম কান কাঠি দিতে যায় প্রাণ,Metaphor
সাধের কমল তুলতে গিয়ে সোনার হাতে ফুটল কাঁটা,Metaphor
সাধের কাজল পরতে গিয়ে কাজলনয়না হল কানা,Metaphor
সানকির উপর বজ্রাঘাত,Metaphor
সানুকূলে জগন্নাথে বিপ্রিয়ঃ সুপ্রিয়ো ভবতি,Metaphor
সাপও মরে লাঠিও না ভাঙ্গে,Metaphor
সাপকে পোষ মানিয়ে থলিতে পোড়া,Metaphor
সাপকে দুধ খাওয়ালে শুধু বিষ বাড়ে,Metaphor
সাপকে মারলে শিবের লাগে১,Metaphor
সাপকে মারলে শিবের লাগে২,Metaphor
সাপ নিজের ছায়া দেখে চমকে দাঁড়ায় সেদিক বেঁকে,Metaphor
সাপ মরলে সোজা,Metaphor
সাপ হয়ে কাটে/কামড়ায় রোজা হয়ে ঝাড়ে,Metaphor
সাপা ডরায় ব্যাঙাকে ব্যাঙা ডরাই সাপাকে১,Metaphor
সাপা ডরায় ব্যাঙাকে ব্যাঙা ডরাই সাপাকে২,Metaphor
সাপে নেউলেসম্পর্ক,Metaphor
সাপের ছুঁচো গেলা১,Metaphor
সাপের ছুঁচো গেলা১,Metaphor
সাপের দাঁতে বিষ দুর্জনের সর্বাঙ্গে বিষ,Metaphor
সাপের পাঁচ পা দেখা,Metaphor
সাপের মুখে ঈষার মূল,Metaphor
সাপের লেজে পা দেওয়া,Metaphor
সাপের হাঁচি বেদেয় চেনে,Metaphor
সাপের হাঁড়ি,Metaphor
সাপের হাতে বেদের মরণ,Metaphor
সাফল্য সাফল্য আনে,Metaphor
সাফল্যের কোন বিকল্প নেই,Metaphor
"সাফল্যের জন্য অপেক্ষা কর, প্রত্যেকেরই দিন আছে",Metaphor
সাবধানের মার নেই,Metaphor
সামনে দরজা খোলা পেলে সাধুও চোর হয়,Metaphor
সামনে দিয়ে মশা/মাছি/সূঁচ গলে না পিছন দিয়ে হাতী গলে,Metaphor
"সামনে দিয়ে আসা ভেড়াকে ভয় কর, পিছন দিয়ে আসা ঘোড়াকে ভয় কর, চতুর্দিক দিয়ে আসা মানুষকে ভয় কর",Metaphor
"সারল্যং সরলে কুর্যাৎ, শঠে শাঠ্যং সমাচরেৎ",Metaphor
সারাদিন থাকব নায় (নৌকা) কখন খড়ম দেব পায়,Metaphor
সারাদিন বঁড়শি হাতে সন্ধ্যাবেলা আমড়া ভাতে,Metaphor
সারাদিনের রূপরেখা ভোরবেলাতেই টানা হয়,Metaphor
সাহসের ভরা (বজরা) ডোবে না,Metaphor
সিংহের লেজ হওয়া থেকে ইঁদুরের/কুকুরের মাথা হওয়া ভাল,Metaphor
"সিংহ শিকার ধরে, ফেউ এসে ভাগ বসায়",Metaphor
সিকি পয়সার মা বাপ,Metaphor
সিকেই তোল,Metaphor
সিজারের পত্নী সন্দেহের ঊর্ধ্বে,Metaphor
সিধা/সোজা আঙুলে ঘি উঠে না১,Metaphor
সিধা/সোজা আঙুলে ঘি উঠে না২,Metaphor
সিন্ধুকের কাছে ধার করা১,Metaphor
সিন্ধুকের কাছে ধার করা১,Metaphor
সিন্ধুতে বিন্দু,Metaphor
সিদ্ধি খেলে বুদ্ধি বাড় গাঁজা খেলে লক্ষ্মী ছাড়ে,Metaphor
সিন্নি দেখে এগোয় কোঁৎকা দেখে পেছোয়,Metaphor
"সুখ যদি কপালে, কাঁথা কেন বগলে",Metaphor
সুখস্যানন্তরং দুঃখং দুঃখস্যানন্তরন সুখং,Metaphor
সুখ স্বপনে শান্তি শ্মশানে,Metaphor
সুখে থাকতে ভূতে কিলায়১,Metaphor
সুখে থাকতে ভূতে কিলায়২,Metaphor
সুখের ঘরে রূপের বাসা,Metaphor
সুখের চেয়ে/থেকে স্বস্তি ভাল,Metaphor
সুখের পায়রা,Metaphor
সূচনা শুভ হলোে অর্ধেক কাজ সম্পন্ন হয়,Metaphor
"সুজনপিরীত সোনা ভেঙ্গে গড়া যায়, কুজনপিরীত কাঁচ ভাঙ্গিলে ফুরায়",Metaphor
"সুদিনের বারো ভাই, দুর্দিনের কেউ নাই",Metaphor
সুদৃঢ়স্যাপি বন্ধস্য পুর্ব্বাবন্ধ্যঃ শ্লথায়তে,Metaphor
সুনাম তিলেতিলে অর্জিত হয় আর একলহমায় নষ্ট হয়,Metaphor
সুন্দর ঘোড়া অসুন্দর রঙের হয় না,Metaphor
সুন্দরবনে বাঁদর রাজা,Metaphor
সুন্দর মুখের আড়ালে কুৎসিত হৃদয় লুকিয়ে থাকে,Metaphor
সুন্দর মুখের জয় সর্বত্র,Metaphor
"সুন্দর সত্য, সত্য সুন্দর",Metaphor
সুন্দরের পূজারী সুন্দর হয়,Metaphor
"সুবিধাবাদীরা বিনয়ী হয়, বিনয়ীরা সুবিধাবাদী নয়",Metaphor
"সুযোগ একবার এসে দ্বারে কড়া নেড়ে চলে যায়, ফিরে আসে না",Metaphor
সুযোগ পেলে সবাই চোর,Metaphor
"সুসময়ে অনেকেই বন্ধু বটে হয়, অসময়ে হায় হায় কেহ কারো নয়",Metaphor
সুস্থ দেহে সুস্থ মন,Metaphor
সুঁচ গড়তে পারে না বন্দুকের/শাবলের বায়না নেয়,Metaphor
সুঁচ চলে না বেটে (মোটা দড়ি) চালায়,Metaphor
সূঁচ সোহাগা সুজন ভাঙা গড়ে তিনজন,Metaphor
সূঁচ হয়ে ঢোকে ফাল (লাঙলের ফলা) হয়ে বেরোয়১,Metaphor
সূঁচ হয়ে ঢোকে ফাল হয়ে বেরোয়২,Metaphor
সূর্যের আলোয় চাঁদ লুকায়,Metaphor
সূর্যের চেয়ে বালি গরম/তপ্ত বেশী,Metaphor
সৃষ্টির সবকিছু সুন্দর কিন্তু সকলে সেটা দেখতে পায় না,Metaphor
সেই গাধা জল খায় তবু গাধা ঘুলিয়ে খায়,Metaphor
সেই তো নথ/মল খসালি তবে কেন লোক হাসালি,Metaphor
সেইদিন আর এইদিন,Metaphor
সেইদিন আর নাইরে নাতু (নাতি) খাবলা খাবলা খাবা ছাতু,Metaphor
"সেই ধান সেই চাউল, গিন্নিবিনা আউল-ছাউল",Metaphor
সেই বুড়ি নাচে কত কাচ কাচে,Metaphor
সেই সবচেয়ে শক্তিশালী যে রাগের সময় নিজেকে সংযত রাখতে পারে,Metaphor
সেকরাবাড়ীর বেড়াল টুকটুকনিতে ভয় পায় না,Metaphor
সেকরার কাছে মেকি চালনো,Metaphor
সেকরার টুকটাক কামারের এক ঘা,Metaphor
সে কহে বিস্তর মিছা যে কহে বিস্তর,Metaphor
সে কাল গেছে বয়ে এঁটে কচুঘেচু খেয়ে,Metaphor
সে গুড়ে বালি,Metaphor
সেতু পার হতে হলে আগে সেতুর কাছে পৌঁছাও,Metaphor
সেধে পেড়ে ভাব মেজে ঘষে রূপ,Metaphor
সেধো ভাত খাবি? না হাত ধুয়ে বসে আছি১,Metaphor
সেধো ভাত খাবি? না হাত ধুয়ে বসে আছি২,Metaphor
সে বড় কঠিন ঠাঁই গুরু শিষ্যে দেখা নেই১,Metaphor
সে বড় কঠিন ঠাঁই গুরু শিষ্যে দেখা নেই২,Metaphor
"সে রামও নাই, সে অযোধ্যাও নাই",Metaphor
সেবকায়ে পুরাতনে,Metaphor
"সেয়ানা ঘুঘুর ছা, ফাঁদে দেয় না পা",Metaphor
সেয়ানা ঠকলে বাপকেও বলে না,Metaphor
সেয়ানে সেয়ানে কোলাকুলি/মিতালি,Metaphor
সেরকে পশুরি চুরি,Metaphor
সোঁদর বনে বানর রাজা,Metaphor
সোজা আঙুলে ঘি ওঠে/বেরোয় না,Metaphor
সোজা পা কখনো বাঁকা জুতাকে ডরায় না,Metaphor
সোনা বলে জ্ঞান ছিল কলিতে পিতল হলো,Metaphor
সোনা বাইরে ফেলে আঁচলে গেরো,Metaphor
সোনায় সোহাগা,Metaphor
সোনার অঙ্গ কালি হলো,Metaphor
সোনার আংটি বাঁকা আর সোজা,Metaphor
সোনার উপর মিনের কাজ,Metaphor
সোনার ওজন কুঁচের সহিত১,Metaphor
সোনার ওজন কুঁচের সহিত২,Metaphor
সোনার জলে গিলটি করা,Metaphor
সোনার থালে ক্ষুদের জাউ,Metaphor
সোনার পাথরবাটি,Metaphor
সোনার লঙ্কা ছারখার,Metaphor
সোৎসাহানাং নাস্ত্যসাধ্যং নরাণাং,Metaphor
সৌ সুনার কী এক লোহার কী,Metaphor
সৌজন্যের কাছে সব দরজা খোলা,Metaphor
"সৌজন্যের খরচ নেই, লাভ আছে অনেক",Metaphor
সৌন্দর্য চামচ দিয়ে খাওয়ার জিনিস নয়,Metaphor
সৌন্দর্য ত্বকের গভীরে বিদ্যমান,Metaphor
"সৌভাগ্য পাওয়া সহজ, ধরে রাখা কঠিন",Metaphor
সৌভাগ্যদেবী সাহসীকে বরণ করে,Metaphor
সৌরভে ভ্রমর মজে,Metaphor
সৌ সুনার কী এক লোহার কী,Metaphor
স্তব্ধস্য বিদ্যা নিস্ফলা,Metaphor
স্তোত্রং কস্য ন তুষ্টয়ে,Metaphor
স্ত্রিয়া নাস্তি স্বতন্ত্রতা,Metaphor
"স্ত্রিয়াশ্চরিত্রং পুরুষস্য ভাগ্যং দেবা ন জানন্তি, কুতো মনুষ্যাঃ",Metaphor
স্ত্রীবুদ্ধিঃ প্রলয়ংকারী,Metaphor
স্ত্রীভাগ্যে ধন পুরুষভাগ্যে জন,Metaphor
স্ত্রীর রুচিবোধকে খাটো করো না যে তোমাকেই প্রথম পছন্দ করেছে,Metaphor
স্ত্রীরত্নং দুস্কুলাদপি,Metaphor
স্ত্রীলোকের আবরণ চরিত্র,Metaphor
স্ত্রীলোকের লজ্জাই ভূষণ,Metaphor
স্থানস্থিত কাপুরুষোহপি সিংহঃ,Metaphor
স্নেহ অতি বিষম বস্তু,Metaphor
স্নেহ নিম্নগামী,Metaphor
স্পষ্ট কথায় কষ্ট নাই,Metaphor
স্পষ্ট কথা স্পষ্টাস্পষ্টি বলাই ভাল,Metaphor
"স্পষ্ট কথায় বুদ্ধিমান তুষ্ট, আহাম্মক রুষ্ট",Metaphor
স্পেডকে স্পেড বল,Metaphor
স্ফুলিঙ্গ থেকে দাবানল সৃষ্টি হয়,Metaphor
স্মৃতি সততঃ সুখের১,Metaphor
স্মৃতি সততঃ সুখের২,Metaphor
স্বকর্ম ভোগং কুরুতে জীবং কপালমূলং খলু সর্বদুঃখম,Metaphor
স্বখাত সলিল ডুবে মরা,Metaphor
স্বদেশে পূজ্যতে রাজা বিদ্বান সর্ব্বত্র পূজ্যতে,Metaphor
"স্বদেশের ঠাকুর ফেলে, বিদেশের কুকুর ভজে",Metaphor
স্বধর্মে নিধনং শ্রেয়ঃ পরধর্মো ভয়াবহঃ,Metaphor
স্বনামা পুরুষো ধন্য,Metaphor
